Farm,Type,Round,Date,Species,Number,Caste,Visiting,Status,Purpose,Family
Farm10,HLS,Two,8/6/2015,Halictus tumulorum,1,Female,Aegopodium podagrica,Wild,Nectar,Apiaceae
Farm10,HLS,Two,8/6/2015,Halictus tumulorum,3,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm10,HLS,Two,8/6/2015,Lasioglossum albipes,1,Female,Ranunculus acris,Sown,Pollen,Ranunculaceae
Farm10,HLS,Two,8/6/2015,Lasioglossum calceatum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm10,HLS,Two,8/6/2015,Lasioglossum calceatum,1,Female,Veronica chamaedrys,Wild,Nectar,Veroniaceae
Farm10,HLS,Two,8/6/2015,Lasioglossum leucopus,2,Female,Chaerophyllum temulum,Wild,Nectar,Apiaceae
Farm10,HLS,Two,8/6/2015,Lasioglossum leucopus,1,Female,Chaerophyllum temulum,Wild,Pollen,Apiaceae
Farm10,HLS,Two,8/6/2015,Lasioglossum pauxillum,1,Female,Aegopodium podagrica,Wild,Pollen,Apiaceae
Farm10,HLS,Two,8/6/2015,Lasioglossum pauxillum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm10,HLS,Two,8/6/2015,Lasioglossum xanthopus,4,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm10,HLS,Two,8/6/2015,Nomada goodeniana,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm11,ELS,Three,9/7/2013,Colletes daviesanus,1,Male,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm11,ELS,Three,9/7/2013,Hylaeus signatus,1,Male,Reseda lutea,Wild,Nectar,Resedaceae
Farm11,ELS,Two,31/05/2013,Lasioglossum leucozonium,1,Female,Crepis vesicaria,Wild,Nectar,Asteraceae
Farm11,ELS,Four,7/8/2014,Lasioglossum leucopus,4,Male,Bryonia dioica,Wild,Nectar,Cucurbitaceae
Farm11,ELS,Four,7/8/2014,Lasioglossum morio,1,Male,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm11,ELS,Four,7/8/2014,Melitta tricincta,5,Male,Odontites verna,Wild,Nectar,Orobanchaceae
Farm11,ELS,Three,6/7/2014,Andrena bicolor,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm11,ELS,Three,6/7/2014,Andrena cineraria,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm11,ELS,Three,6/7/2014,Andrena minutula,1,Male,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm11,ELS,Three,6/7/2014,Andrena semilaevis,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm11,ELS,Three,6/7/2014,Colletes daviesanus,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm11,ELS,Three,6/7/2014,Lasioglossum calceatum,1,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm11,ELS,Three,6/7/2014,Lasioglossum calceatum,1,Female,Convolvulus arvensis,Wild,Nectar,Convolvulaceae
Farm11,ELS,Three,6/7/2014,Lasioglossum calceatum,1,Female,Lapsana communis,Wild,Pollen,Asteraceae
Farm11,ELS,Three,6/7/2014,Lasioglossum calceatum,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm11,ELS,Three,6/7/2014,Lasioglossum calceatum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm11,ELS,Three,6/7/2014,Lasioglossum malachurum,1,Female,Achillea millefolium,Sown,Nectar,Asteraceae
Farm11,ELS,Three,6/7/2014,Lasioglossum malachurum,9,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm11,ELS,Three,6/7/2014,Lasioglossum malachurum,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm11,ELS,Three,6/7/2014,Lasioglossum malachurum,2,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm11,ELS,Four,31/07/2015,Andrena alfkenella,5,Male,Daucus carota,Sown,Nectar,Apiaceae
Farm11,ELS,Four,31/07/2015,Andrena alfkenella,4,Female,Daucus carota,Sown,Pollen,Apiaceae
Farm11,ELS,Four,31/07/2015,Andrena bicolor,1,Female,Clematis vitalba,Wild,Nectar,Ranunculaceae
Farm11,ELS,Four,31/07/2015,Andrena bicolor,1,Female,Rubus fruticosus agg.,Wild,Nectar,Rosaceae
Farm11,ELS,Four,31/07/2015,Andrena dorsata,6,Female,Rubus fruticosus agg.,Wild,Pollen,Rosaceae
Farm11,ELS,Four,31/07/2015,Andrena minutula,2,Male,Daucus carota,Sown,Nectar,Apiaceae
Farm11,ELS,Four,31/07/2015,Andrena minutula,1,Female,Daucus carota,Sown,Pollen,Apiaceae
Farm11,ELS,Four,31/07/2015,Andrena minutula,1,Female,Torilis japonica,Wild,Nectar,Apiaceae
Farm11,ELS,Four,31/07/2015,Andrena minutuloides,1,Male,Daucus carota,Sown,Nectar,Apiaceae
Farm11,ELS,Four,31/07/2015,Andrena minutuloides,3,Female,Daucus carota,Sown,Pollen,Apiaceae
Farm11,ELS,Four,31/07/2015,Andrena minutuloides,3,Female,Torilis japonica,Wild,Pollen,Apiaceae
Farm11,ELS,Four,31/07/2015,Andrena trimmerana,2,Female,Rubus fruticosus agg.,Wild,Pollen,Rosaceae
Farm11,ELS,Four,31/07/2015,Halictus tumulorum,1,Male,Reseda lutea,Wild,Nectar,Resedaceae
Farm11,ELS,Four,31/07/2015,Hylaeus communis,2,Female,Rubus fruticosus agg.,Wild,Nectar,Rosaceae
Farm11,ELS,Four,31/07/2015,Hylaeus signatus,1,Male,Reseda lutea,Wild,Nectar,Resedaceae
Farm11,ELS,Four,31/07/2015,Hylaeus signatus,1,Female,Reseda lutea,Wild,Nectar,Resedaceae
Farm11,ELS,Four,31/07/2015,Lasioglossum calceatum,1,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm11,ELS,Four,31/07/2015,Lasioglossum morio,1,Female,Achillea millefolium,Sown,Nectar,Asteraceae
Farm11,ELS,Four,31/07/2015,Lasioglossum morio,1,Female,Convolvulus arvensis,Wild,Nectar,Convolvulaceae
Farm11,ELS,Four,31/07/2015,Lasioglossum morio,1,Female,Rubus fruticosus agg.,Wild,Nectar,Rosaceae
Farm11,ELS,Four,31/07/2015,Lasioglossum morio,1,Male,Senecio jacobea,Wild,Nectar,Asteraceae
Farm11,ELS,Four,31/07/2015,Sphecodes geoffrellus,1,Male,Torilis japonica,Wild,Nectar,Apiaceae
Farm11,ELS,Four,31/07/2015,Sphecodes geoffrellus,1,Female,Torilis japonica,Wild,Nectar,Apiaceae
Farm11,ELS,One,11/5/2015,Andrena bicolor,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm11,ELS,One,11/5/2015,Andrena carantonica,1,Female,Alliaria petiolata,Wild,Pollen,Brassicaceae
Farm11,ELS,One,11/5/2015,Lasioglossum calceatum,1,Female,Anthriscus sylvestris,Wild,Nectar,Apiaceae
Farm11,ELS,One,11/5/2015,Lasioglossum calceatum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm11,ELS,One,11/5/2015,Lasioglossum calceatum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm11,ELS,One,11/5/2015,Lasioglossum calceatum,1,Female,Veronica chamaedrys,Wild,Nectar,Veroniaceae
Farm11,ELS,One,11/5/2015,Lasioglossum calceatum,1,Female,Viburnum lantana,Wild,Nectar,Caprifoliaceae
Farm11,ELS,One,11/5/2015,Lasioglossum fulvicorne,2,Female,Alliaria petiolata,Wild,Pollen,Brassicaceae
Farm11,ELS,One,11/5/2015,Lasioglossum fulvicorne,1,Female,Anthriscus sylvestris,Wild,Pollen,Apiaceae
Farm11,ELS,One,11/5/2015,Lasioglossum morio,1,Female,Primula veris,Sown,Nectar,Primulaceae
Farm11,ELS,One,11/5/2015,Lasioglossum pauxillum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm11,ELS,One,11/5/2015,Nomada flava/panzeri,1,Male,Berberis vulgaris,Wild,Nectar,Berberidaceae
Farm11,ELS,One,11/5/2015,Nomada goodeniana,1,Female,Viburnum lantana,Wild,Nectar,Caprifoliaceae
Farm11,ELS,Three,3/7/2015,Andrena chrysosceles,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm11,ELS,Three,3/7/2015,Andrena dorsata,1,Female,Trifolium repens,Wild,Nectar,Fabaceae
Farm11,ELS,Three,3/7/2015,Andrena flavipes,1,Female,Trifolium hybridum,Sown,Nectar,Fabaceae
Farm11,ELS,Three,3/7/2015,Andrena flavipes,1,Female,Trifolium repens,Wild,Nectar,Fabaceae
Farm11,ELS,Three,3/7/2015,Andrena nigroaenea,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm11,ELS,Three,3/7/2015,Andrena semilaevis,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm11,ELS,Three,3/7/2015,Andrena semilaevis,1,Female,Veronica persica,Wild,Nectar,Veroniaceae
Farm11,ELS,Three,3/7/2015,Colletes daviesanus,2,Female,Achillea millefolium,Sown,Pollen,Asteraceae
Farm11,ELS,Three,3/7/2015,Hylaeus brevicornis,1,Female,Daucus carota,Sown,Nectar,Apiaceae
Farm11,ELS,Three,3/7/2015,Hylaeus signatus,9,Female,Reseda lutea,Wild,Nectar,Resedaceae
Farm11,ELS,Three,3/7/2015,Lasioglossum calceatum,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm11,ELS,Three,3/7/2015,Lasioglossum malachurum,1,Female,Achillea millefolium,Sown,Pollen,Asteraceae
Farm11,ELS,Three,3/7/2015,Lasioglossum malachurum,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm11,ELS,Three,3/7/2015,Lasioglossum malachurum,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm11,ELS,Three,3/7/2015,Lasioglossum malachurum,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm11,ELS,Three,3/7/2015,Lasioglossum malachurum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm11,ELS,Three,3/7/2015,Lasioglossum malachurum,8,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm11,ELS,Three,3/7/2015,Lasioglossum malachurum,1,Female,Rubus fruticosus agg.,Wild,Pollen,Rosaceae
Farm11,ELS,Three,3/7/2015,Lasioglossum malachurum,3,Worker,Veronica persica,Wild,Nectar,Veroniaceae
Farm11,ELS,Three,3/7/2015,Osmia spinulosa,1,Female,Achillea millefolium,Sown,Pollen,Asteraceae
Farm11,ELS,Two,10/6/2015,Andrena carantonica,1,Female,Chaerophyllum temulum,Wild,Nectar,Apiaceae
Farm11,ELS,Two,10/6/2015,Andrena carantonica,2,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm11,ELS,Two,10/6/2015,Andrena cineraria,1,Female,Cornus sanguinea,Wild,Nectar,Cornaceae
Farm11,ELS,Two,10/6/2015,Andrena cineraria,1,Female,Rhamnus cathartica,Wild,Nectar,Rhamnaceae
Farm11,ELS,Two,10/6/2015,Andrena fulva,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm11,ELS,Two,10/6/2015,Andrena nigroaenea,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm11,ELS,Two,10/6/2015,Andrena nigroaenea,2,Female,Rhamnus cathartica,Wild,Nectar,Rhamnaceae
Farm11,ELS,Two,10/6/2015,Andrena semilaevis,3,Female,Anthriscus sylvestris,Wild,Pollen,Apiaceae
Farm11,ELS,Two,10/6/2015,Andrena semilaevis,1,Female,Chaerophyllum temulum,Wild,Nectar,Apiaceae
Farm11,ELS,Two,10/6/2015,Andrena semilaevis,4,Female,Chaerophyllum temulum,Wild,Pollen,Apiaceae
Farm11,ELS,Two,10/6/2015,Andrena semilaevis,1,Female,Chaerophyllum temulum,Wild,Nectar,Apiaceae
Farm11,ELS,Two,10/6/2015,Andrena semilaevis,11,Female,Chaerophyllum temulum,Wild,Pollen,Apiaceae
Farm11,ELS,Two,10/6/2015,Lasioglossum leucopus,1,Female,Chaerophyllum temulum,Wild,Pollen,Apiaceae
Farm11,ELS,Two,10/6/2015,Lasioglossum xanthopus,3,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm11,ELS,Two,10/6/2015,Megachile centuncularis,1,Male,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm11,ELS,Two,10/6/2015,Nomada flavoguttata,1,Male,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm11,ELS,Two,10/6/2015,Nomada flavoguttata,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm12,ELS,Four,10/8/2013,Andrena minutula,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm12,ELS,Four,10/8/2013,Lasioglossum morio,1,Male,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm12,ELS,Three,30/06/2013,Andrena haemorrhoa,1,Female,Crepis capillaris,Wild,Nectar,Asteraceae
Farm12,ELS,Three,30/06/2013,Lasioglossum leucozonium,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm12,ELS,Three,30/06/2013,Lasioglossum leucozonium,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm12,ELS,Three,30/06/2013,Lasioglossum leucozonium,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm12,ELS,Three,30/06/2013,Lasioglossum leucozonium,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm12,ELS,Three,30/06/2013,Lasioglossum pauxillum,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm12,ELS,Three,30/06/2013,Lasioglossum zonulum,1,Female,Lapsana communis,Wild,Pollen,Asteraceae
Farm12,ELS,Three,30/06/2013,Osmia leaiana,1,Female,Crepis capillaris,Wild,Nectar,Asteraceae
Farm12,ELS,Three,30/06/2013,Osmia leaiana,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm12,ELS,Two,2/6/2013,Lasioglossum calceatum,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm12,ELS,Two,2/6/2013,Lasioglossum calceatum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm12,ELS,Four,3/8/2014,Andrena bicolor,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm12,ELS,Four,3/8/2014,Andrena minutula,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm12,ELS,Four,3/8/2014,Andrena minutula,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm12,ELS,Four,3/8/2014,Halictus tumulorum,1,Male,Senecio jacobea,Wild,Nectar,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum calceatum,1,Male,Senecio jacobea,Wild,Nectar,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum calceatum,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum leucopus,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum leucozonium,1,Male,Crepis capillaris,Wild,Nectar,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum leucozonium,2,Male,Crepis capillaris,Wild,Nectar,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum leucozonium,1,Male,Crepis capillaris,Wild,Nectar,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum leucozonium,1,Female,Senecio jacobea,Wild,Pollen,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum malachurum,1,Male,Crepis capillaris,Wild,Nectar,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum minutissimum,1,Female,Crepis capillaris,Wild,Nectar,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum morio,1,Female,Bryonia dioica,Wild,Pollen,Cucurbitaceae
Farm12,ELS,Four,3/8/2014,Lasioglossum morio,1,Male,Crepis capillaris,Wild,Nectar,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum morio,1,Male,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum morio,1,Male,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum morio,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm12,ELS,Four,3/8/2014,Lasioglossum pauxillum,1,Male,Crepis capillaris,Wild,Nectar,Asteraceae
Farm12,ELS,Four,3/8/2014,Panurgus calcaratus,1,Male,Crepis capillaris,Wild,Nectar,Asteraceae
Farm12,ELS,Three,21/06/2014,Andrena florea,1,Female,Bryonia dioica,Wild,Pollen,Cucurbitaceae
Farm12,ELS,Three,21/06/2014,Andrena fulvago,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,Three,21/06/2014,Andrena haemorrhoa,3,Female,Rubus fruticosus agg.,Wild,Nectar,Rosaceae
Farm12,ELS,Three,21/06/2014,Hylaeus communis,1,Female,Rubus fruticosus agg.,Wild,Nectar,Rosaceae
Farm12,ELS,Three,21/06/2014,Lasioglossum leucozonium,5,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm12,ELS,Three,21/06/2014,Lasioglossum leucozonium,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm12,ELS,Three,21/06/2014,Lasioglossum leucozonium,2,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm12,ELS,Three,21/06/2014,Lasioglossum leucozonium,2,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm12,ELS,Three,21/06/2014,Lasioglossum leucozonium,4,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm12,ELS,Three,21/06/2014,Lasioglossum malachurum,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm12,ELS,Three,21/06/2014,Lasioglossum pauxillum,4,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm12,ELS,Three,21/06/2014,Lasioglossum pauxillum,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm12,ELS,Three,21/06/2014,Lasioglossum pauxillum,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm12,ELS,Three,21/06/2014,Lasioglossum villosulum,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm12,ELS,Three,21/06/2014,Lasioglossum villosulum,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm12,ELS,Two,16/05/2014,Andrena dorsata,1,Female,Ranunculus repens,Wild,Nectar,Ranunculaceae
Farm12,ELS,Two,16/05/2014,Andrena dorsata,1,Female,Veronica chamaedrys,Wild,Nectar,Veroniaceae
Farm12,ELS,Two,16/05/2014,Andrena humilis,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm12,ELS,Two,16/05/2014,Anthophora plumipes,1,Female,Lamium purpureum,Wild,Nectar,Lamiaceae
Farm12,ELS,Two,16/05/2014,Lasioglossum leucozonium,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm12,ELS,Two,16/05/2014,Lasioglossum leucozonium,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm12,ELS,Two,16/05/2014,Lasioglossum leucozonium,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,Two,16/05/2014,Lasioglossum leucozonium,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,Two,16/05/2014,Lasioglossum morio,1,Female,Veronica chamaedrys,Wild,Nectar,Veroniaceae
Farm12,ELS,Two,16/05/2014,Lasioglossum parvulum,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm12,ELS,Two,16/05/2014,Lasioglossum smeathmanellum,1,Female,Ranunculus repens,Wild,Nectar,Ranunculaceae
Farm12,ELS,Two,16/05/2014,Lasioglossum villosulum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,Two,16/05/2014,Nomada flavoguttata,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,Two,16/05/2014,Sphecodes ephippius,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,Four,8/8/2015,Andrena bicolor,1,Female,Bryonia dioica,Wild,Pollen,Cucurbitaceae
Farm12,ELS,Four,8/8/2015,Andrena bimaculata,1,Female,Senecio jacobea,Wild,Nectar,Asteraceae
Farm12,ELS,Four,8/8/2015,Andrena dorsata,1,Male,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm12,ELS,Four,8/8/2015,Andrena dorsata,6,Female,Rubus fruticosus agg.,Wild,Pollen,Rosaceae
Farm12,ELS,Four,8/8/2015,Andrena minutula,1,Female,Rubus fruticosus agg.,Wild,Pollen,Rosaceae
Farm12,ELS,Four,8/8/2015,Hylaeus communis,2,Male,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm12,ELS,Four,8/8/2015,Lasioglossum leucozonium,2,Male,Centaurea nigra,Sown,Nectar,Asteraceae
Farm12,ELS,Four,8/8/2015,Lasioglossum leucozonium,2,Male,Cirsium arvense,Wild,Nectar,Asteraceae
Farm12,ELS,Four,8/8/2015,Lasioglossum leucozonium,4,Male,Malva sylvestris,Wild,Nectar,Malvaceae
Farm12,ELS,Four,8/8/2015,Lasioglossum leucozonium,1,Male,Rubus fruticosus agg.,Wild,Nectar,Rosaceae
Farm12,ELS,Four,8/8/2015,Lasioglossum malachurum,1,Male,Cirsium arvense,Wild,Nectar,Asteraceae
Farm12,ELS,Four,8/8/2015,Sphecodes geoffrellus,3,Male,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm12,ELS,Four,8/8/2015,Sphecodes puncticeps,1,Male,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm12,ELS,Four,8/8/2015,Sphecodes puncticeps,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm12,ELS,One,25/04/2015,Andrena bicolor,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,One,25/04/2015,Andrena bicolor,4,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm12,ELS,One,25/04/2015,Andrena bicolor,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm12,ELS,One,25/04/2015,Andrena dorsata,8,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,One,25/04/2015,Andrena flavipes,2,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,One,25/04/2015,Andrena haemorrhoa,2,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,One,25/04/2015,Andrena haemorrhoa,4,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,One,25/04/2015,Andrena minutula,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm12,ELS,One,25/04/2015,Andrena minutula,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm12,ELS,One,25/04/2015,Andrena nitida,2,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,One,25/04/2015,Lasioglossum calceatum,3,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm12,ELS,One,25/04/2015,Lasioglossum malachurum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,One,25/04/2015,Lasioglossum parvulum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,One,25/04/2015,Lasioglossum pauperatum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm12,ELS,Three,25/06/2015,Osmia caerulescens,1,Female,Trifolium repens,Wild,Pollen,Fabaceae
Farm12,ELS,Two,4/6/2015,Andrena subopaca,2,Female,Veronica chamaedrys,Wild,Pollen,Veroniaceae
Farm12,ELS,Two,4/6/2015,Lasioglossum leucopus,1,Female,Veronica chamaedrys,Wild,Nectar,Veroniaceae
Farm12,ELS,Two,4/6/2015,Lasioglossum smeathmanellum,2,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm13,HLS,Two,10/6/2013,Andrena cineraria,1,Female,Daucus carota,Sown,Pollen,Apiaceae
Farm13,HLS,Two,10/6/2013,Lasioglossum malachurum,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm13,HLS,Four,9/8/2014,Andrena bicolor,1,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm13,HLS,Four,9/8/2014,Andrena bicolor,1,Male,Cirsium arvense,Wild,Nectar,Asteraceae
Farm13,HLS,Four,9/8/2014,Halictus tumulorum,1,Male,Cirsium arvense,Wild,Nectar,Asteraceae
Farm13,HLS,Four,9/8/2014,Hylaeus communis,1,Female,Cirsium arvense,Wild,Nectar,Asteraceae
Farm13,HLS,Four,9/8/2014,Lasioglossum leucopus,1,Male,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm13,HLS,Four,9/8/2014,Lasioglossum malachurum,1,Male,Melilotus officinalis,Sown,Nectar,Fabaceae
Farm13,HLS,Four,9/8/2014,Sphecodes ephippius,1,Male,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm13,HLS,Four,9/8/2014,Sphecodes monilicornis,1,Male,Cirsium arvense,Wild,Nectar,Asteraceae
Farm13,HLS,Three,2/7/2014,Andrena wilkella,1,Female,Trifolium hybridum,Sown,Pollen,Fabaceae
Farm13,HLS,Three,2/7/2014,Hylaeus cornutus,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm13,HLS,Three,2/7/2014,Hylaeus cornutus,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm13,HLS,Three,2/7/2014,Lasioglossum malachurum,1,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm13,HLS,Three,2/7/2014,Lasioglossum malachurum,20,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm13,HLS,Three,2/7/2014,Lasioglossum malachurum,19,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm13,HLS,Three,2/7/2014,Lasioglossum malachurum,36,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm13,HLS,Three,2/7/2014,Lasioglossum malachurum,20,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm13,HLS,Three,2/7/2014,Lasioglossum malachurum,2,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm13,HLS,Three,2/7/2014,Lasioglossum malachurum,6,Female,Phacelia tanacetifolia,Sown,Nectar,Boraginaceae
Farm13,HLS,Three,2/7/2014,Lasioglossum malachurum,1,Worker,Phacelia tanacetifolia,Sown,Nectar,Boraginaceae
Farm13,HLS,Three,2/7/2014,Osmia leaiana,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm13,HLS,Four,31/07/2015,Andrena alfkenella,12,Male,Daucus carota,Sown,Nectar,Apiaceae
Farm13,HLS,Four,31/07/2015,Andrena flavipes,1,Female,Daucus carota,Sown,Nectar,Apiaceae
Farm13,HLS,Four,31/07/2015,Andrena flavipes,2,Female,Senecio jacobea,Wild,Nectar,Asteraceae
Farm13,HLS,Four,31/07/2015,Andrena minutula,1,Female,Daucus carota,Sown,Pollen,Apiaceae
Farm13,HLS,Four,31/07/2015,Andrena minutula,1,Male,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm13,HLS,Four,31/07/2015,Hylaeus signatus,1,Male,Reseda lutea,Wild,Nectar,Resedaceae
Farm13,HLS,Four,31/07/2015,Lasioglossum calceatum,1,Female,Senecio jacobea,Wild,Pollen,Asteraceae
